7821	1	9261	151	0	0	0	0	0	0
7796	1	4093	147	0	0	0	0	0	0
9827	1	2852	89	0	0	0	0	0	0
9827	1	2852	84	0	0	0	0	0	0
9827	1	2852	90	0	0	0	0	0	0
9827	1	2852	86	0	0	0	0	0	0
9827	1	2852	95	0	0	0	0	0	0
9827	1	2852	92	0	0	0	0	0	0
9827	1	2852	81	0	0	0	0	0	0
9827	1	2852	94	0	0	0	0	0	0
9827	1	2852	101	0	0	0	0	0	0
9827	1	2852	82	0	0	0	0	0	0
9827	1	2852	91	0	0	0	0	0	0
9827	1	2852	98	0	0	0	0	0	0
9827	1	2852	96	0	0	0	0	0	0
9827	1	2852	93	0	0	0	0	0	0
9827	1	2852	97	0	0	0	0	0	0
9827	1	2852	100	0	0	0	0	0	0
9827	1	2852	80	0	0	0	0	0	0
9827	1	2852	78	0	0	0	0	0	0
3289	1	3711	121	0	0	0	0	0	0
8404	1	2685	122	0	0	0	0	0	0
3488	1	9261	142	0	0	0	0	0	0
6933	1	277	102	0	0	0	0	0	0
6933	1	277	104	0	0	0	0	0	0
6933	1	277	103	0	0	0	0	0	0
6440	1	277	124	0	0	0	0	0	0
6440	1	277	125	0	0	0	0	0	0
6440	1	277	123	0	0	0	0	0	0
9206	1	1329	57	0	0	0	0	0	0
3506	1	3188	147	0	0	0	0	0	0
3506	1	3188	145	0	0	0	0	0	0
3506	1	3188	146	0	0	0	0	0	0
2648	1	4093	100	0	0	0	0	0	0
2648	1	4093	101	0	0	0	0	0	0
3559	1	2059	99	0	0	0	0	0	0
3559	1	2059	98	0	0	0	0	0	0
3559	1	2059	97	0	0	0	0	0	0
7292	1	9308	124	15	10334	12	10283	0	0
9141	1	9888	140	0	0	0	0	0	0
8588	1	6711	149	0	0	0	0	0	0
8576	1	4842	67	0	0	0	0	0	0
8576	1	4842	70	0	0	0	0	0	0
8576	1	4842	69	0	0	0	0	0	0
8576	1	4842	66	0	0	0	0	0	0
8576	1	4842	68	0	0	0	0	0	0
8576	1	4842	71	0	0	0	0	0	0
9238	1	4093	144	0	0	0	0	0	0
433	1	2604	150	0	0	0	0	0	0
433	1	2604	151	0	0	0	0	0	0
433	1	2604	153	0	0	0	0	0	0
433	1	2604	152	0	0	0	0	0	0
6573	1	4082	132	0	0	0	0	0	0
6573	1	4082	130	0	0	0	0	0	0
6573	1	4082	133	0	0	0	0	0	0
6573	1	4082	134	0	0	0	0	0	0
6573	1	4082	131	0	0	0	0	0	0
1853	1	7366	108	0	0	0	0	0	0
2906	1	8631	110	0	0	0	0	0	0
2906	1	8631	112	0	0	0	0	0	0
2906	1	8631	111	0	0	0	0	0	0
6323	1	8749	144	12	10113	15	10116	0	0
8513	1	8631	126	0	0	0	0	0	0
3888	1	2464	127	0	0	0	0	0	0
3888	1	2464	124	0	0	0	0	0	0
3888	1	2464	125	0	0	0	0	0	0
7133	1	5366	126	0	0	0	0	0	0
3993	1	8631	125	0	0	0	0	0	0
2138	1	8878	132	0	0	0	0	0	0
286	1	9637	167	0	0	0	0	0	0
286	1	9637	166	0	0	0	0	0	0
286	1	9637	164	0	0	0	0	0	0
286	1	9637	160	0	0	0	0	0	0
286	1	9637	168	0	0	0	0	0	0
286	1	9637	169	0	0	0	0	0	0
286	1	9637	165	0	0	0	0	0	0
286	1	9637	171	0	0	0	0	0	0
286	1	9637	159	0	0	0	0	0	0
286	1	9637	162	0	0	0	0	0	0
7821	1	4082	146	0	0	0	0	0	0
8475	1	4873	152	0	0	0	0	0	0
5840	1	8749	129	0	0	0	0	0	0
3180	1	9888	135	0	0	0	0	0	0
4719	1	277	170	0	0	0	0	0	0
5962	1	1613	117	0	0	0	0	0	0
8201	1	7366	128	0	0	0	0	0	0
1853	1	4093	115	0	0	0	0	0	0
1853	1	4093	113	0	0	0	0	0	0
1853	1	4093	116	0	0	0	0	0	0
1853	1	4093	118	0	0	0	0	0	0
1853	1	4093	117	0	0	0	0	0	0
3909	1	4093	160	0	0	0	0	0	0
2600	1	2616	121	0	0	0	0	0	0
820	1	4842	121	0	0	0	0	0	0
6989	1	8369	139	0	0	0	0	0	0
6989	1	8369	143	0	0	0	0	0	0
6989	1	8369	140	0	0	0	0	0	0
6989	1	8369	144	0	0	0	0	0	0
6989	1	8369	138	0	0	0	0	0	0
