0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0
5	49	12006	44	13949	51	13822	50	12608	0	0	0	0
6	49	14441	0	0	0	0	0	0	0	0	0	0
7	49	13663	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0	0
11	49	13552	0	0	0	0	0	0	0	0	0	0
12	49	11510	0	0	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0	0	0	0	0
15	49	14307	0	0	0	0	0	0	0	0	0	0
16	0	0	0	0	0	0	0	0	0	0	0	0
17	52	12375	49	14553	0	0	0	0	0	0	0	0
18	49	12849	0	0	0	0	0	0	0	0	0	0
19	0	0	0	0	0	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0	0	0	0	0	0
21	48	14086	0	0	0	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0	0	0	0	0	0
23	47	15688	0	0	0	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0	0	0	0	0	0
30	49	12290	0	0	0	0	0	0	0	0	0	0
31	0	0	0	0	0	0	0	0	0	0	0	0
32	0	0	0	0	0	0	0	0	0	0	0	0
33	0	0	0	0	0	0	0	0	0	0	0	0
34	0	0	0	0	0	0	0	0	0	0	0	0
35	49	11658	0	0	0	0	0	0	0	0	0	0
36	49	14538	0	0	0	0	0	0	0	0	0	0
37	0	0	0	0	0	0	0	0	0	0	0	0
38	44	13012	49	11284	0	0	0	0	0	0	0	0
39	53	5679	0	0	0	0	0	0	0	0	0	0
40	0	0	0	0	0	0	0	0	0	0	0	0
41	0	0	0	0	0	0	0	0	0	0	0	0
42	0	0	0	0	0	0	0	0	0	0	0	0
43	0	0	0	0	0	0	0	0	0	0	0	0
44	52	14208	44	15875	49	13071	0	0	0	0	0	0
45	49	10966	0	0	0	0	0	0	0	0	0	0
46	0	0	0	0	0	0	0	0	0	0	0	0
47	0	0	0	0	0	0	0	0	0	0	0	0
48	53	6173	0	0	0	0	0	0	0	0	0	0
49	0	0	0	0	0	0	0	0	0	0	0	0
50	52	16142	49	10966	0	0	0	0	0	0	0	0
51	0	0	0	0	0	0	0	0	0	0	0	0
52	0	0	0	0	0	0	0	0	0	0	0	0
53	49	11778	0	0	0	0	0	0	0	0	0	0
54	49	14658	0	0	0	0	0	0	0	0	0	0
55	0	0	0	0	0	0	0	0	0	0	0	0
56	49	12610	0	0	0	0	0	0	0	0	0	0
57	0	0	0	0	0	0	0	0	0	0	0	0
58	0	0	0	0	0	0	0	0	0	0	0	0
59	49	14387	50	13764	44	13336	0	0	0	0	0	0
60	0	0	0	0	0	0	0	0	0	0	0	0
61	52	15509	49	10675	0	0	0	0	0	0	0	0
62	49	12571	51	11735	0	0	0	0	0	0	0	0
63	0	0	0	0	0	0	0	0	0	0	0	0
64	49	15327	0	0	0	0	0	0	0	0	0	0
65	49	13377	0	0	0	0	0	0	0	0	0	0
66	53	3082	0	0	0	0	0	0	0	0	0	0
67	0	0	0	0	0	0	0	0	0	0	0	0
68	49	14623	0	0	0	0	0	0	0	0	0	0
69	44	11300	52	15002	49	12394	50	11619	0	0	0	0
70	0	0	0	0	0	0	0	0	0	0	0	0
71	0	0	0	0	0	0	0	0	0	0	0	0
72	0	0	0	0	0	0	0	0	0	0	0	0
73	49	15055	0	0	0	0	0	0	0	0	0	0
74	0	0	0	0	0	0	0	0	0	0	0	0
75	49	11454	0	0	0	0	0	0	0	0	0	0
76	44	12371	0	0	0	0	0	0	0	0	0	0
77	0	0	0	0	0	0	0	0	0	0	0	0
78	49	11417	0	0	0	0	0	0	0	0	0	0
79	0	0	0	0	0	0	0	0	0	0	0	0
80	0	0	0	0	0	0	0	0	0	0	0	0
81	44	12089	52	15446	50	15608	51	11316	49	14606	0	0
82	0	0	0	0	0	0	0	0	0	0	0	0
83	50	12994	51	15555	49	12387	0	0	0	0	0	0
84	0	0	0	0	0	0	0	0	0	0	0	0
85	52	11159	0	0	0	0	0	0	0	0	0	0
86	49	13303	0	0	0	0	0	0	0	0	0	0
87	0	0	0	0	0	0	0	0	0	0	0	0
88	52	14422	0	0	0	0	0	0	0	0	0	0
89	49	16055	0	0	0	0	0	0	0	0	0	0
90	0	0	0	0	0	0	0	0	0	0	0	0
91	49	13285	0	0	0	0	0	0	0	0	0	0
92	51	13366	0	0	0	0	0	0	0	0	0	0
93	52	12030	49	13294	0	0	0	0	0	0	0	0
